Controller,Run,Scene,Solved,IsStable,ConstraintsOK,JointsOK,JointsVelOK,ControlEffort,FinalError,RMSE,SimTime
FBL-QP,1,4,1,1,1,1,1,575.209956496602,0.0363627412977791,0.77271068303198,18.98
FBL-QP,2,4,1,1,1,1,1,726.520141473083,0.0371826004664485,0.772964354445069,19.32
FBL-QP,3,4,1,1,1,1,1,471.939936126209,0.0309337408819747,0.770013502617519,19.22
FBL-QP,4,4,1,1,1,1,1,731.965642936408,0.0363677094231507,0.772998314227251,19.32
FBL-QP,5,4,1,1,1,1,1,737.377924717062,0.0420066275973323,0.780321283269855,19.06
FBL-QP,1,50,1,1,1,1,1,253.360895745289,0.0330860974390695,0.563731537071213,14.42
FBL-QP,2,50,1,1,1,1,1,277.092028505814,0.0320633281047304,0.564939501372618,14.44
FBL-QP,3,50,1,1,1,1,1,267.256205516017,0.032203013664469,0.563689552079299,14.44
FBL-QP,4,50,1,1,1,1,1,329.978635152111,0.0348793672093871,0.567333765319035,14.44
FBL-QP,5,50,1,1,1,1,1,268.541666378641,0.0315998872708939,0.565114357675218,14.46
FBL-QP,1,51,NaN,NaN,NaN,NaN,NaN,133467.187947569,0.389956841517279,0.414207413825968,610.12
FBL-QP,2,51,NaN,NaN,NaN,NaN,NaN,133759.573896463,0.344984725316783,0.396277731493968,610.1
FBL-QP,3,51,NaN,NaN,NaN,NaN,NaN,134222.542916453,0.345551474466951,0.407097238786248,610.08
FBL-QP,4,51,NaN,NaN,NaN,NaN,NaN,132063.912553662,0.343403591535038,0.394846637839836,610.12
FBL-QP,5,51,1,1,1,1,1,5196.7752563659,0.0658262876362584,0.72599172916918,26
FBL-QP,1,52,1,1,1,1,1,248.36321852925,0.059920557291224,0.568118952469768,14.86
FBL-QP,2,52,1,1,1,1,1,404.440244199397,0.0603337535901629,0.578863618931636,15.2
FBL-QP,3,52,1,1,1,1,1,243.215121088035,0.0602244451464695,0.568032517632394,14.88
FBL-QP,4,52,1,1,1,1,1,796.080078999311,0.0505972627352217,0.608337217576317,15.32
FBL-QP,5,52,1,1,1,1,1,261.423003790469,0.0608466631520425,0.568927145973029,14.88
FBL-QP,1,53,1,1,1,1,1,351.892818552417,0.051294197603772,0.630704131334608,18.7
FBL-QP,2,53,1,1,1,1,1,304.839571642697,0.0527681639585949,0.628797573101788,18.58
FBL-QP,3,53,1,1,1,1,1,329.208297955565,0.0508808206257278,0.628015755703213,18.6
FBL-QP,4,53,1,1,1,1,1,749.323722251695,0.0462943445881943,0.654831246641431,18.78
FBL-QP,5,53,1,1,1,1,1,313.913608517321,0.0499027445592471,0.625733764935124,18.62
FBL-QP,1,54,NaN,NaN,NaN,NaN,NaN,127100.233515003,0.687245501829672,0.571647169871993,608.32
FBL-QP,2,54,NaN,NaN,NaN,NaN,NaN,132094.152466338,1.27774463286439,0.593464375337651,608.44
FBL-QP,3,54,1,1,1,1,1,449.702847317384,0.0927138236508275,0.644444936918538,17.98
FBL-QP,4,54,1,1,1,1,1,429.189950414416,0.0949640210773511,0.644442177030859,17.94
FBL-QP,5,54,NaN,NaN,NaN,NaN,NaN,79930.0448854951,1.10996848776327,0.487333465814925,608.46
FBL-QP,1,55,1,1,1,1,1,358.474735842733,0.0298932100115095,0.652485861467099,17.44
FBL-QP,2,55,1,1,1,1,1,612.884401789246,0.0300225969939913,0.655428024946281,17.46
FBL-QP,3,55,1,1,1,1,1,692.76673335272,0.0335563224702706,0.655747831509548,17.64
FBL-QP,4,55,1,1,1,1,1,493.089617229251,0.0301474635957653,0.654736589898718,17.7
FBL-QP,5,55,1,1,1,1,1,528.878834407323,0.0316370078676201,0.653054487758313,17.52
FBL-QP,1,56,1,1,1,1,1,725.830984693632,0.0417220416552017,0.559668722023952,16.54
FBL-QP,2,56,1,1,1,1,1,429.186309741773,0.0416559382745936,0.538760822801876,16.14
FBL-QP,3,56,1,1,1,1,1,335.854325760266,0.0416214827000233,0.534726513767604,16.06
FBL-QP,4,56,1,1,1,1,1,528.030144217854,0.0417220313745128,0.543654262123349,16.22
FBL-QP,5,56,1,1,1,1,1,362.317323616945,0.0420810986893384,0.539368210785658,16.1
FBL-QP,1,57,1,1,1,1,1,224.579546956163,0.035924472569064,0.666695389612049,20.78
FBL-QP,2,57,1,1,1,1,1,156.466482082936,0.0420833219911684,0.669548295995135,20.14
FBL-QP,3,57,1,1,1,1,1,180.260766902035,0.0410021494593932,0.666548576744717,20.28
FBL-QP,4,57,1,1,1,1,1,378.452985182632,0.0400296412426694,0.678831858554397,20.62
FBL-QP,5,57,1,1,1,1,1,300.747203080784,0.039292074272852,0.673161560410196,21.02
