Controller,Run,Scene,Solved,IsStable,ConstraintsOK,JointsOK,JointsVelOK,ControlEffort,FinalError,RMSE,SimTime
FBL,2,1,1,1,0,1,1,125.845598611659,0.0396751838215001,0.394578485862918,39.62
FBL,3,1,1,1,0,1,1,120.780833020736,0.0392988025329821,0.395167157524124,39.56
FBL,4,1,1,1,0,1,1,120.075544108117,0.03807996910618,0.395022376835905,39.56
FBL,5,1,1,1,0,1,1,128.26139160447,0.0393609213628793,0.394539883695698,39.56
FBL,1,20,1,1,0,1,1,50.0754991293852,0.0355847581819467,0.354545041559463,38.38
FBL,2,20,1,1,0,1,0,47.4721499003846,0.0351216018542113,0.354858717825626,38.4
FBL,3,20,1,1,0,1,0,47.7017985882151,0.0350915524578183,0.354832870777887,38.4
FBL,4,20,1,1,0,1,1,48.7380676522458,0.0348909752790244,0.35579519639047,38.42
FBL,5,20,1,1,0,1,1,47.4219509459114,0.0351475232339046,0.355035338661178,38.4
FBL,1,21,1,1,0,0,0,150.854771922061,0.0312590497219066,0.35703380216766,38.68
FBL,2,21,1,1,0,0,0,145.583737157349,0.0240113120568636,0.358156487143813,38.82
FBL,3,21,1,1,0,0,0,79.1674695434705,0.0227669026817459,0.357216151619929,38.78
FBL,4,21,1,1,0,0,0,154.407033821294,0.0306570890879895,0.357148795039945,38.68
FBL,5,21,1,1,0,0,0,160.147874831953,0.0309793684170172,0.35722508418006,38.68
FBL,1,22,1,1,0,0,0,164.79340769107,0.0242437037957961,0.321080104492981,37.76
FBL,2,22,1,1,0,0,0,157.355684449687,0.0259959323509711,0.321110263353133,37.88
FBL,3,22,1,1,0,0,0,165.054820049976,0.0242327583616717,0.3216453776116,37.9
FBL,4,22,1,1,0,0,0,158.746725614939,0.025619346252697,0.320015050171234,37.86
FBL,5,22,1,1,0,0,0,170.023406484852,0.0283073802451891,0.322430576417925,37.98
FBL,1,23,1,1,0,1,0,53.4942673412369,0.035077561063856,0.332488738970343,38.58
FBL,2,23,1,1,0,1,0,52.1732498246552,0.034717834732764,0.332892440979157,38.56
FBL,3,23,1,1,0,1,0,51.2749240130595,0.0345621023045207,0.333821592317731,38.56
FBL,4,23,1,1,0,1,0,58.8234694344112,0.0351913737776835,0.332450664042758,38.58
FBL,5,23,1,1,0,1,0,52.2006448853689,0.0346880097362824,0.332286080832058,38.56
FBL,1,24,1,1,0,1,0,55.9727993701457,0.0309132593287432,0.342452691823367,38.4
FBL,2,24,1,1,0,1,0,59.3765031006,0.0317503580865191,0.343350593437481,38.44
FBL,3,24,1,1,0,1,0,69.7427294338808,0.0308216245335505,0.343142227725658,38.44
FBL,4,24,1,1,0,1,0,56.916871377375,0.0303171800323933,0.342877664539121,38.4
FBL,5,24,1,1,0,1,0,53.6819472018858,0.0297178871375158,0.343905772845132,38.4
FBL,1,25,1,1,0,0,0,71.7316669289532,0.0244916494339913,0.382320406116718,38.84
FBL,2,25,1,1,0,0,0,68.3698665966164,0.0245130508610702,0.381963809697287,38.8
FBL,3,25,1,1,0,0,0,68.8227187801231,0.0245746279364751,0.381523815113731,38.88
FBL,4,25,1,1,0,0,0,69.8790471327739,0.0238363813195365,0.382171770308587,38.84
FBL,5,25,1,1,0,0,0,67.6931065664325,0.025948802201555,0.380394133823753,38.78
FBL,1,26,1,1,1,0,0,106557.381221835,0.0253808296122804,0.342445414604791,40.72
FBL,2,26,1,1,0,0,0,13433.3847100785,0.0438348340678711,0.299651261290613,39.08
FBL,3,26,1,1,0,0,0,105016.83911291,0.0416330490673641,0.300598840267279,40.58
FBL,4,26,1,1,0,0,0,1215.09439399503,0.0244134935912401,0.31418991442451,39.54
FBL,5,26,1,1,0,0,0,81204.5923818359,0.065122312322492,0.315285447036314,41.84
FBL,1,27,NaN,NaN,NaN,NaN,NaN,41261.0673522318,0.238964350862606,0.257026941642043,610.2
FBL,2,27,1,1,0,0,0,2376.27509274987,0.0237943442481094,0.281199529882907,105.9
FBL,3,27,NaN,NaN,NaN,NaN,NaN,52916.2744911507,0.374072900727599,0.394011600055833,609.8
FBL,4,27,1,1,0,0,0,4079940.79014598,0.0578320854542481,0.793792546628082,139.44
FBL,5,27,1,1,0,0,0,9522.54791318578,0.0227958042330243,0.332161309761987,68.5
FBL,1,28,1,1,0,1,1,84.8685701083911,0.0234400787475854,0.324979611402499,38.74
FBL,2,28,1,1,0,1,1,84.1734963192256,0.0242335887800913,0.325826946539757,38.74
FBL,3,28,1,1,1,1,1,78.8828679452827,0.0242013180424443,0.326701718684478,38.78
FBL,4,28,1,1,1,1,1,86.5114398966514,0.0341499035083649,0.324766490814575,38.7
FBL,5,28,1,1,0,1,1,93.2958555732487,0.0250809755319616,0.327116147061926,38.82
FBL,1,29,1,1,0,1,1,137.459482635653,0.0506331339815063,0.385577984477855,39.98
