Controller,Run,Scene,Solved,IsStable,ConstraintsOK,JointsOK,JointsVelOK,ControlEffort,FinalError,RMSE,SimTime,SceneLogError,ScenePositionError_1,ScenePositionError_2,ScenePositionError_3,SceneRotationError_1,SceneRotationError_2,SceneRotationError_3
FBL-QP,3,51,1,0,1,1,1,134222.542916453,0.345551474466951,0.407097238786248,610.08,1.18884031843953,0.128728616787876,-1.0687090596838,1.42543410767426,0.66250896082679,0.0664993130510616,0.236486631161969
FBL-QP,4,51,1,0,1,1,1,132063.912553662,0.343403591535038,0.394846637839836,610.12,1.18884075379121,0.128727364866269,-1.06870767561783,1.42543646902974,0.662509043920027,0.0664993388002438,0.236486623280756
FBL-QP,5,51,1,1,1,1,1,5196.7752563659,0.0658262876362584,0.72599172916918,26,1.18884118897526,0.128726113039829,-1.06870629179024,1.42543883046691,0.662509126733389,0.0664993644361347,0.236486615414544
FBL-QP,1,52,1,1,1,1,1,248.36321852925,0.059920557291224,0.568118952469768,14.86,1.13107747424602,0.00911059360059432,-0.612340599599968,1.45505053122446,0.692555658333744,0.0629560279870338,0.202749740521982
FBL-QP,2,52,1,1,1,1,1,404.440244199397,0.0603337535901629,0.578863618931636,15.2,1.13107462579496,0.0091147975598382,-0.612345737701832,1.4550404869998,0.692555333046211,0.0629559409301226,0.202749771167494
FBL-QP,3,52,1,1,1,1,1,243.215121088035,0.0602244451464695,0.568032517632394,14.88,1.13107462579496,0.0091147975598382,-0.612345737701832,1.4550404869998,0.692555333046211,0.0629559409301226,0.202749771167494
FBL-QP,4,52,1,1,1,1,1,796.080078999311,0.0505972627352217,0.608337217576317,15.32,1.13107747424602,0.00911059360059432,-0.612340599599968,1.45505053122446,0.692555658333744,0.0629560279870338,0.202749740521982
FBL-QP,5,52,1,1,1,1,1,261.423003790469,0.0608466631520425,0.568927145973029,14.88,1.13107747424602,0.00911059360059432,-0.612340599599968,1.45505053122446,0.692555658333744,0.0629560279870338,0.202749740521982
FBL-QP,1,53,1,1,1,1,1,351.892818552417,0.051294197603772,0.630704131334608,18.7,1.17572731143862,0.0603646939850946,-0.756790600691318,1.54534554650202,0.685539572414366,0.0690746077443565,0.201554460766016
FBL-QP,2,53,1,1,1,1,1,304.839571642697,0.0527681639585949,0.628797573101788,18.58,1.17572930935386,0.0603615698365674,-0.756786602032592,1.54535301500954,0.685539816617174,0.0690746724823199,0.201554435744963
FBL-QP,3,53,1,1,1,1,1,329.208297955565,0.0508808206257278,0.628015755703213,18.6,1.17572864353475,0.0603626111489148,-0.75678793472328,1.54535052545403,0.685539735435178,0.0690746509648358,0.201554444062139
FBL-QP,4,53,1,1,1,1,1,749.323722251695,0.0462943445881943,0.654831246641431,18.78,1.17572797755673,0.0603636525330336,-0.756789267614102,1.54534803595254,0.685539654027982,0.069074629379371,0.201554452399092
FBL-QP,5,53,1,1,1,1,1,313.913608517321,0.0499027445592471,0.625733764935124,18.62,1.17572797755803,0.0603636525330507,-0.756789267613701,1.5453480359525,0.685539654027366,0.0690746293852662,0.201554452404155
FBL-QP,1,54,1,0,1,1,1,127100.233515003,0.687245501829672,0.571647169871993,608.32,1.25741633307823,0.489527523749642,-1.50944983786031,1.05651771661891,0.693955017346928,0.0781148365130785,0.216728780298605
FBL-QP,2,54,1,0,1,1,1,132094.152466338,1.27774463286439,0.593464375337651,608.44,1.25741618948574,0.489530681972617,-1.50945315146885,1.056510051138,0.693955198586449,0.0781148960593396,0.216728759934521
FBL-QP,3,54,1,1,1,1,1,449.702847317384,0.0927138236508275,0.644444936918538,17.98,1.25741618948574,0.489530681972617,-1.50945315146885,1.056510051138,0.693955198586449,0.0781148960593396,0.216728759934521
FBL-QP,4,54,1,1,1,1,1,429.189950414416,0.0949640210773511,0.644442177030859,17.94,1.2574163809745,0.489526470997364,-1.5094487333086,1.05652027178848,0.69395495696994,0.0781148166770041,0.216728787080441
FBL-QP,5,54,1,0,1,1,1,79930.0448854951,1.10996848776327,0.487333465814925,608.46,1.25741614164544,0.489531734705713,-1.50945425599942,1.05650749598903,0.693955259022101,0.0781149159192324,0.216728753142484
FBL-QP,1,55,1,1,1,1,1,358.474735842733,0.0298932100115095,0.652485861467099,17.44,1.28259939229511,0.901871800957206,-1.81538155349098,-0.117218748718761,0.665235629860294,0.0573073145287457,0.229354504907514
FBL-QP,2,55,1,1,1,1,1,612.884401789246,0.0300225969939913,0.655428024946281,17.46,1.28260245021897,0.901876558377564,-1.81538673157393,-0.117228368792569,0.665235838540364,0.0573073816363769,0.229354487710732
FBL-QP,3,55,1,1,1,1,1,692.76673335272,0.0335563224702706,0.655747831509548,17.64,1.28260015672635,0.90187299034809,-1.81538284808327,-0.117221153721806,0.665235681931905,0.0573073312659921,0.22935450062162
FBL-QP,4,55,1,1,1,1,1,493.089617229251,0.0301474635957653,0.654736589898718,17.7,1.28260092119061,0.901874179714805,-1.81538414262801,-0.117223558735223,0.665235734069206,0.0573073480296903,0.229354496326144
FBL-QP,5,55,1,1,1,1,1,528.878834407323,0.0316370078676201,0.653054487758313,17.52,1.28260245021897,0.901876558377564,-1.81538673157393,-0.117228368792569,0.665235838540364,0.0573073816363769,0.229354487710732
FBL-QP,1,56,1,1,1,1,1,725.830984693632,0.0417220416552017,0.559668722023952,16.54,1.09187874728603,-0.122273492272402,-0.436895790241226,1.37477873740387,0.682446021498604,0.063005812183181,0.249671272466801
FBL-QP,2,56,1,1,1,1,1,429.186309741773,0.0416559382745936,0.538760822801876,16.14,1.09188105595319,-0.122277414182693,-0.43689215764323,1.37478602313502,0.68244628497424,0.0630059017833,0.249671247444977
FBL-QP,3,56,1,1,1,1,1,335.854325760266,0.0416214827000233,0.534726513767604,16.06,1.09188336279465,-0.122281335278896,-0.4368885269778,1.37479330941658,0.682446546248546,0.0630059907194418,0.249671222778951
FBL-QP,4,56,1,1,1,1,1,528.030144217854,0.0417220313745128,0.543654262123349,16.22,1.09188182511019,-0.122278721304399,-0.436890947202781,1.37478845183444,0.682446372306019,0.0630059315269395,0.249671239208584
FBL-QP,5,56,1,1,1,1,1,362.317323616945,0.0420810986893384,0.539368210785658,16.1,1.0918825940649,-0.122280028339334,-0.436889736976409,1.37479088059329,0.682446459406846,0.0630059611743621,0.249671230982976
FBL-QP,1,57,1,1,1,1,1,224.579546956163,0.035924472569064,0.666695389612049,20.78,1.2903517434273,0.599420289495943,-1.86118052161397,0.427895877423281,0.690429230227564,0.0192640709483096,0.228081827994555
FBL-QP,2,57,1,1,1,1,1,156.466482082936,0.0420833219911684,0.669548295995135,20.14,1.29035372697344,0.599426424746733,-1.86118627338983,0.427883583197904,0.690429478156568,0.0192641533965524,0.228081819998632
FBL-QP,3,57,1,1,1,1,1,180.260766902035,0.0410021494593932,0.666548576744717,20.28,1.29035253681127,0.599422743616194,-1.86118282233952,0.427890959721114,0.690429329351219,0.019264103914282,0.228081824815988
FBL-QP,4,57,1,1,1,1,1,378.452985182632,0.0400296412426694,0.678831858554397,20.62,1.29035253681127,0.599422743616194,-1.86118282233952,0.427890959721114,0.690429329351219,0.019264103914282,0.228081824815988
FBL-QP,5,57,1,1,1,1,1,300.747203080784,0.039292074272852,0.673161560410196,21.02,1.29035412371167,0.599427651779038,-1.86118742373891,0.427881124366714,0.69042952777534,0.0192641699107518,0.228081818392216
FBL-QP,1,58,1,1,1,1,1,715.246022405834,0.056935497224956,0.607990624217904,21.38,1.03935306301826,-0.332207850116592,0.0627811323280368,1.34050327597537,0.663619913329319,0.081707489353909,0.2090598105028
FBL-QP,2,58,1,1,1,1,1,756.859682937382,0.0511740568404716,0.615040534410081,21.62,1.03935111616508,-0.33220567694684,0.0627782186443559,1.34049847194518,0.663619730843206,0.0817074400459619,0.209059832004555
FBL-QP,3,58,1,1,1,1,1,939.249745696696,0.0559344539642369,0.618069695303463,22.62,1.03935306301826,-0.332207850116592,0.0627811323280368,1.34050327597537,0.663619913329319,0.081707489353909,0.2090598105028
FBL-QP,4,58,1,1,1,1,1,726.113500463629,0.0525134828797175,0.612363370154624,21.6,1.03935208967807,-0.332206763564852,0.0627796755691901,1.34050087393181,0.663619822184446,0.0817074647158233,0.209059821231436
FBL-QP,5,58,1,1,1,1,1,738.430911068823,0.0543747634673723,0.611542251203389,21.64,1.03935014247692,-0.332204590259979,0.0627767615550442,1.34049607001591,0.663619639317188,0.0817074153062173,0.209059842792792
FBL-QP,1,59,1,1,1,1,1,285.625639077414,0.0364279775751694,0.625853581665669,17.82,1.18046851332373,-0.0135183967009355,-0.921146985118219,1.44206281429314,0.677329603064047,0.0599599942598905,0.255949362249779
FBL-QP,2,59,1,1,1,1,1,285.723226342871,0.0353938248533519,0.625867957746636,17.8,1.1804666198707,-0.0135131883976877,-0.921151420623508,1.44205307375128,0.677329849789052,0.0599600885868476,0.255949341004268
FBL-QP,3,59,1,1,1,1,1,281.090384580116,0.0350635181970679,0.625824067054164,17.8,1.1804666198707,-0.0135131883976877,-0.921151420623508,1.44205307375128,0.677329849789052,0.0599600885868476,0.255949341004268
FBL-QP,4,59,1,1,1,1,1,338.660356088839,0.0357006241110894,0.63047316028689,17.9,1.18046709327717,-0.0135144905016382,-0.921150311673514,1.44205550885582,0.677329788178212,0.0599600650435766,0.255949346317059
FBL-QP,5,59,1,1,1,1,1,382.892582623533,0.0353759463495573,0.628715229573934,17.8,1.1804666198707,-0.0135131883976877,-0.921151420623508,1.44205307375128,0.677329849789052,0.0599600885868476,0.255949341004268
FBL-QP,1,5,1,1,1,1,1,262.688831923456,0.0306481910902808,0.614325551780524,15.42,1.19371459295083,0.185078822360836,-1.34369473570712,1.12679978529047,0.686940994898024,0.0311909949830163,0.215563524567227
FBL-QP,2,5,1,1,1,1,1,274.09116386774,0.0302001219343209,0.616512172698585,15.38,1.19371482790397,0.185077648387137,-1.34369342797793,1.12680222751892,0.68694107288744,0.031191017272882,0.215563520814399
FBL-QP,3,5,1,1,1,1,1,256.55132078749,0.0304032534757616,0.612411363481963,15.3,1.19371529733637,0.185075300664849,-1.34369081324426,1.12680711216962,0.68694122805435,0.0311910616389185,0.215563513390035
FBL-QP,4,5,1,1,1,1,1,256.302194765037,0.0307722233558757,0.611762409620978,15.32,1.19371529733637,0.185075300664849,-1.34369081324426,1.12680711216962,0.68694122805435,0.0311910616389185,0.215563513390035
FBL-QP,5,5,1,1,1,1,1,261.302157619954,0.0302312548470765,0.61309253329579,15.3,1.19371529733637,0.185075300664849,-1.34369081324426,1.12680711216962,0.68694122805435,0.0311910616389185,0.215563513390035
FBL-QP,1,60,1,1,1,1,1,407.440325666449,0.0716972667534244,0.614485932775848,18.58,1.24186867073155,0.666153868787422,-1.46028139511172,1.02730006408129,0.67497617684829,0.0869148524476245,0.218902806003482
FBL-QP,2,60,1,1,1,1,1,442.806273229093,0.0728861656861297,0.61825988884388,18.32,1.2418685150957,0.666149576057016,-1.460276456768,1.02731001856928,0.674975960639038,0.0869147852982418,0.218902833845596
FBL-QP,3,60,1,1,1,1,1,398.923772342212,0.0727245926761462,0.616125670368024,18.44,1.24186859290381,0.666151722423631,-1.46027892592677,1.02730504130937,0.67497606873841,0.0869148188813841,0.218902819939974
FBL-QP,4,60,1,1,1,1,1,450.874370889506,0.0720083163174805,0.615679953940537,18.42,1.24186863181557,0.666152795606118,-1.46028016051477,1.02730255269125,0.674976122794428,0.0869148356621177,0.218902812972431
FBL-QP,5,60,1,1,1,1,1,382.962930551226,0.0727257752403441,0.615207588282926,18.38,1.24186870965163,0.666154941968027,-1.4602826297176,1.02729757547967,0.674976230899275,0.086914869237766,0.218902799034659
FBL-QP,1,61,1,1,1,1,1,190.523479698078,0.032259360626006,0.603817217768248,16.9,1.17964380091776,0.211524448478197,-0.990541565394506,1.35146406422285,0.699969720918496,0.0436498024328527,0.215389260856024
FBL-QP,2,61,1,1,1,1,1,220.954765253189,0.031013575659119,0.604078446446403,16.92,1.17964380091776,0.211524448478197,-0.990541565394506,1.35146406422285,0.699969720918496,0.0436498024328527,0.215389260856024
FBL-QP,3,61,1,1,1,1,1,330.167717001759,0.0316302814824837,0.606460280529011,16.9,1.17964527849039,0.21152101850888,-0.990537943701289,1.35147159160657,0.699969961971059,0.0436498726740886,0.215389244412352
FBL-QP,4,61,1,1,1,1,1,213.881786628663,0.0311873521188723,0.603664173793103,16.9,1.17964478613362,0.211522161753959,-0.990539150707265,1.35146908242666,0.699969881857661,0.0436498493471194,0.21538924988271
FBL-QP,5,61,1,1,1,1,1,236.908044301269,0.0305750037503636,0.60744188515684,17.04,1.17964429360956,0.211523305077268,-0.990540357938285,1.35146657329887,0.699969801506395,0.043649825933912,0.215389255365527
FBL-QP,1,62,1,1,1,1,1,182.50553174315,0.0320062860076331,0.683205649061863,17.74,1.31322855328099,0.800004889760308,-1.90931944029069,0.388544405260509,0.663015224046855,0.0574025627056552,0.237116151370816
FBL-QP,2,62,1,1,1,1,1,209.116229770419,0.0316196103632169,0.682576963114874,17.84,1.31322803108865,0.80000366173813,-1.90931816391015,0.388546797766166,0.663015163327865,0.0574025417022797,0.237116156099972
FBL-QP,3,62,1,1,1,1,1,194.599337539118,0.0323662104204504,0.682916856605858,17.92,1.31322803108865,0.80000366173813,-1.90931816391015,0.388546797766166,0.663015163327865,0.0574025417022797,0.237116156099972
FBL-QP,4,62,1,1,1,1,1,507.30069747664,0.0323028559335692,0.69268008359281,18.3,1.31322698681878,0.800001205621647,-1.90931561096597,0.388551582739181,0.663015042136481,0.0574024997541096,0.237116165527814
FBL-QP,5,62,1,1,1,1,1,192.5259409346,0.0322329124164838,0.684013074062354,17.88,1.31322750893478,0.800002433691574,-1.90931688746862,0.388549190258891,0.663015102691547,0.0574025207182491,0.237116160818585
FBL-QP,1,63,1,1,1,1,1,568.173864589698,0.0301504010437235,0.726289814640222,16.86,1.3320814015892,1.05418120835693,-1.80887384280263,-0.296896931403734,0.675597422019702,0.0621627823469326,0.254140808432472
FBL-QP,2,63,1,1,1,1,1,413.810927091272,0.0294018721908584,0.721611057953033,16.64,1.33207976569096,1.05417861578014,-1.80887156693544,-0.296892072248448,0.675597325215541,0.0621627467634566,0.2541408173391
FBL-QP,3,63,1,1,1,1,1,554.263439006865,0.030738836563469,0.722980910624974,16.66,1.33207976569096,1.05417861578014,-1.80887156693544,-0.296892072248448,0.675597325215541,0.0621627467634566,0.2541408173391
FBL-QP,4,63,1,1,1,1,1,683.932188759803,0.0301117383374183,0.72911612204626,16.92,1.33208058362584,1.05417991207937,-1.80887270488899,-0.296894501822988,0.675597373590324,0.0621627645431106,0.254140812888939
FBL-QP,5,63,1,1,1,1,1,631.209405450054,0.0305004750566086,0.722142355182271,16.66,1.33207649425704,1.0541734303754,-1.80886701468986,-0.296882354012276,0.675597132317683,0.0621626758224805,0.254140835041878
FBL-QP,1,64,1,1,1,1,1,674.500547417635,0.0896034718018011,0.701786175067669,17.12,1.37337796797617,1.06288047848375,-1.82037431720389,-0.630053098475231,0.690251838220104,0.0222225611123489,0.244649348316034
FBL-QP,2,64,1,1,1,1,1,557.161895083091,0.0872544037723902,0.70176683287369,16.96,1.37337983927212,1.06288309182693,-1.82037651364326,-0.63005798377031,0.690251931846509,0.0222225947256946,0.244649345086292
FBL-QP,3,64,1,1,1,1,1,546.516158351185,0.0846291308436857,0.700925576023682,16.92,1.37337890360751,1.06288178516423,-1.82037541544813,-0.630055541120244,0.690251885002724,0.0222225779076911,0.24464934670093
FBL-QP,4,64,1,1,1,1,1,504.213225596396,0.0796464868565734,0.696551629209627,17.16,1.37337890360751,1.06288178516423,-1.82037541544813,-0.630055541120244,0.690251885002724,0.0222225779076911,0.24464934670093
FBL-QP,5,64,1,1,1,1,1,484.835401503453,0.0867152619694049,0.699681927381713,16.94,1.3733817107012,1.06288570509691,-1.82037870988644,-0.630062869086396,0.690252025721886,0.0222226284233381,0.244649341847584
FBL-QP,1,65,1,1,1,1,1,385.167155490122,0.0548650018888101,0.56953559216947,14.98,1.13471113239203,-0.00513808439118782,-0.570981243816355,1.44350560635165,0.684774936200505,0.0603418367947171,0.264044879964315
FBL-QP,2,65,1,1,1,1,1,360.716606684017,0.0546290343706277,0.573082758164611,15.12,1.13470899787477,-0.00513394247427196,-0.570984670833741,1.44349834604933,0.684774684046237,0.0603417448486712,0.264044903268693
FBL-QP,3,65,1,1,1,1,1,359.815331373188,0.0534725816372294,0.565898777157774,14.84,1.13470970955274,-0.00513532319862128,-0.570983528295446,1.44350076609504,0.684774768323907,0.0603417755606643,0.264044895458725
FBL-QP,4,65,1,1,1,1,1,372.441458297145,0.0540249847107004,0.566873556208019,14.8,1.13470970955274,-0.00513532319862128,-0.570983528295446,1.44350076609504,0.684774768323907,0.0603417755606643,0.264044895458725
FBL-QP,5,65,1,1,1,1,1,568.193167239688,0.0514296661904254,0.58768837761925,15.52,1.13470828602553,-0.00513256166204878,-0.570985813569058,1.44349592605962,0.684774599555451,0.0603417140424256,0.264044911095851
FBL-QP,1,66,1,1,1,1,1,172.95928943554,0.0468022157370354,0.537136229916576,13.72,1.09392564946153,-0.231875039089519,-0.544109763665101,1.36292526406549,0.682152216520448,0.0252389558785857,0.227245521469818
FBL-QP,2,66,1,1,1,1,1,172.970722508072,0.0457951333237766,0.535510414613053,13.68,1.0939226681995,-0.231870027317003,-0.544115060284806,1.36291566183176,0.68215183374637,0.0252388342429927,0.227245535358078
FBL-QP,3,66,1,1,1,1,1,184.247950899258,0.0470700537336883,0.535499990017597,13.68,1.09392415932539,-0.231872533362442,-0.544112411431469,1.36292046280231,0.682152025733661,0.025238895245613,0.227245528397221
FBL-QP,4,66,1,1,1,1,1,178.80776740372,0.0470674770508413,0.538340929382817,13.7,1.09392564946153,-0.231875039089519,-0.544109763665101,1.36292526406549,0.682152216520448,0.0252389558785857,0.227245521469818
FBL-QP,5,66,1,1,1,1,1,1262.8709801029,0.0522867218550123,0.612797120175141,15.38,1.09392490452673,-0.231873786267272,-0.544111087406154,1.36292286339587,0.682152121287358,0.0252389256121151,0.227245524930231
FBL-QP,1,67,1,1,1,1,1,442.07500244268,0.0370697665289308,0.691068341457835,16.8,1.33344496878594,1.01280894144725,-1.86580517577314,-0.240529520345972,0.671655618746595,0.0677016297881526,0.238600633599722
FBL-QP,2,67,1,1,1,1,1,679.621251132933,0.0349290880268461,0.685700276533978,17.28,1.33344577202248,1.01281015543659,-1.86580639258729,-0.240531954996517,0.671655665126873,0.0677016457281892,0.238600628983122
FBL-QP,3,67,1,1,1,1,1,308.278088832505,0.0367933354439779,0.684509301636762,16.78,1.33344577202248,1.01281015543659,-1.86580639258729,-0.240531954996517,0.671655665126873,0.0677016457281892,0.238600628983122
FBL-QP,4,67,1,1,1,1,1,252.129442445398,0.0374052419483082,0.684872356344191,16.66,1.33344737855671,1.01281258337475,-1.86580882613489,-0.240536824302873,0.671655758005984,0.0677016776449105,0.238600619732261
FBL-QP,5,67,1,1,1,1,1,441.753351052099,0.0369568368160622,0.686078296123319,16.8,1.33344255920459,1.01280529939384,-1.86580152516806,-0.240522216406846,0.671655479844814,0.0677015820670761,0.238600647426463
FBL-QP,1,68,1,1,1,1,1,660.536528056706,0.0709650577633162,0.678641113251314,19.3,1.34361442608262,1.05400608174475,-1.74601938342682,-0.51254683868892,0.707850571125491,0.0667981783310423,0.213322265794165
FBL-QP,2,68,1,1,1,1,1,812.62561096454,0.0788827080928717,0.689453941730229,19.32,1.34361048175659,1.05400071442423,-1.74601387387434,-0.512533927803535,0.707850718080044,0.0667982199684086,0.213322249925808
FBL-QP,3,68,1,1,1,1,1,699.671170725485,0.0727659865841504,0.679538498674448,19.28,1.34361127058927,1.0540017878826,-1.74601497578059,-0.512536509977104,0.70785068866217,0.066798211627307,0.213322253091192
FBL-QP,4,68,1,1,1,1,1,626.614451864314,0.0723948071730756,0.677908138947201,19.16,1.34361205943662,1.05400286134433,-1.74601607769205,-0.512539092152045,0.707850659250199,0.0667982033043084,0.213322256272367
FBL-QP,5,68,1,1,1,1,1,494.105987647199,0.0675701147803942,0.676996037333245,19.12,1.3436152149996,1.05400715521541,-1.74602048533922,-0.512549420872245,0.707850541782937,0.0667981700198925,0.213322268973076
FBL-QP,1,69,1,1,1,1,1,628.054120670736,0.0406334424252148,0.740834057203625,16.32,1.41304540799425,1.0010558365599,-1.57022789516649,-1.4023774675528,0.679712860713904,0.0653813987454895,0.217088185096563
FBL-QP,2,69,1,1,1,1,1,518.095558363749,0.0382623306303647,0.738775111837579,16.38,1.41304778902734,1.00105803260364,-1.57023034692499,-1.40238243440965,0.679712963027848,0.0653814303326963,0.217088175478052
FBL-QP,3,69,1,1,1,1,1,512.425355577912,0.03670863690862,0.739302310054544,16.34,1.41304540799425,1.0010558365599,-1.57022789516649,-1.4023774675528,0.679712860713904,0.0653813987454895,0.217088185096563
FBL-QP,4,69,1,1,1,1,1,584.100664355723,0.0394069091283713,0.741049019266495,16.42,1.41304659848233,1.00105693459892,-1.57022912108853,-1.40237995097279,0.679712911817052,0.0653814145234543,0.217088180293529
FBL-QP,5,69,1,1,1,1,1,436.223626286111,0.0364299340757516,0.737550897706904,16.3,1.41304659848233,1.00105693459892,-1.57022912108853,-1.40237995097279,0.679712911817052,0.0653814145234543,0.217088180293529
FBL-QP,1,6,1,1,1,1,1,201.161391428193,0.0405725451487394,0.597057613188993,15.46,1.20303900993212,0.461619231031853,-1.18542288787523,1.32949572189039,0.665511328607849,0.0817554011922017,0.200368656151897
FBL-QP,2,6,1,1,1,1,1,193.572764199192,0.0409326105457129,0.596467463966678,15.46,1.20303881733526,0.461620222339066,-1.18542423240881,1.32949326107918,0.665511399566569,0.0817554217071171,0.200368648167455
FBL-QP,3,6,1,1,1,1,1,205.258354624075,0.0410946144040214,0.596132723512994,15.48,1.20303900993212,0.461619231031853,-1.18542288787523,1.32949572189039,0.665511328607849,0.0817554011922017,0.200368656151897
FBL-QP,4,6,1,1,1,1,1,202.001668808492,0.0411697014990633,0.597568195153512,15.56,1.20303881733526,0.461620222339066,-1.18542423240881,1.32949326107918,0.665511399566569,0.0817554217071171,0.200368648167455
FBL-QP,5,6,1,1,1,1,1,202.679711314549,0.0394480532000775,0.592420896997591,15.18,1.20303881733526,0.461620222339066,-1.18542423240881,1.32949326107918,0.665511399566569,0.0817554217071171,0.200368648167455
FBL-QP,1,70,1,1,1,1,1,310.983887408027,0.044039213983872,0.6218514639935,15.74,1.20508109189617,0.152295212190337,-1.3556235851811,1.13379790310267,0.683352450812787,0.029167981130299,0.250232422859722
FBL-QP,2,70,1,1,1,1,1,294.930266852355,0.0426903721558915,0.623653236202091,15.74,1.20508157021467,0.152291240891104,-1.35562024887437,1.13380517056633,0.683352270491922,0.0291679135038965,0.250232430198837
FBL-QP,3,70,1,1,1,1,1,261.634633180243,0.043863574149043,0.621228703793091,15.68,1.20508077298609,0.152297859738022,-1.35562580950548,1.13379305818347,0.683352570939679,0.0291680261893293,0.250232417949175
FBL-QP,4,70,1,1,1,1,1,324.279027851,0.0430588888096231,0.621330366138413,15.72,1.20508045404889,0.15230050730541,-1.35562803393139,1.13378821331376,0.683352690988294,0.0291680712223545,0.250232413033749
FBL-QP,5,70,1,1,1,1,1,264.264030529732,0.0447767382249754,0.622408167657427,15.7,1.20508109189617,0.152295212190337,-1.3556235851811,1.13379790310267,0.683352450812787,0.029167981130299,0.250232422859722
FBL-QP,1,71,1,1,1,1,1,257.050183486304,0.0665881590303818,0.637475588757154,19.5,1.20105093304676,0.162484240187242,-0.984802446856383,1.46505831489807,0.68320258833263,0.0717437832261627,0.230544022720691
FBL-QP,2,71,1,1,1,1,1,370.607603365451,0.0631545150646409,0.639086472598832,19.56,1.20104827928757,0.162490204877552,-0.984808748329158,1.46504600980639,0.683202159349534,0.0717436503405926,0.230544068199684
FBL-QP,3,71,1,1,1,1,1,290.371070725656,0.0760891515657565,0.637187921957066,19.84,1.20105040265199,0.162485432921862,-0.984803706657112,1.46505585374215,0.683202503094265,0.0717437568289355,0.23054403174478
FBL-QP,4,71,1,1,1,1,1,374.561060217274,0.0549542842613292,0.641638600945351,19.44,1.20105093304676,0.162484240187242,-0.984802446856383,1.46505831489807,0.68320258833263,0.0717437832261627,0.230544022720691
FBL-QP,5,71,1,1,1,1,1,330.852601640335,0.077859961290832,0.638471592463057,19.82,1.20105040265199,0.162485432921862,-0.984803706657112,1.46505585374215,0.683202503094265,0.0717437568289355,0.23054403174478
FBL-QP,1,72,1,1,1,1,1,6150.76879405516,0.0310410364218319,0.71430439804123,32.66,1.12023434599373,0.275718526235517,-0.778778282364577,1.35498597723496,0.673306540560411,0.0892953465255643,0.209868948729132
FBL-QP,2,72,1,1,1,1,1,6376.83725928607,0.0397288057074548,0.707280498043723,32.3,1.12023475547166,0.275717506043447,-0.77877702084266,1.35498847102098,0.6733064748185,0.0892953263922063,0.209868956966782
FBL-QP,3,72,1,1,1,1,1,5346.37537904862,0.0392367915364756,0.718805017144527,42.28,1.12023639314757,0.27571342542166,-0.778771975164265,1.35499844634873,0.673306211455208,0.0892952457122659,0.209868989933312
FBL-QP,4,72,1,1,1,1,1,5529.78614597636,0.0321988031646798,0.697261495703585,29.74,1.12023557434862,0.275715465703943,-0.778774497931098,1.35499345864981,0.673306343206488,0.0892952860791466,0.209868973443427
FBL-QP,5,72,1,1,1,1,1,5813.38452440511,0.0433266127568917,0.702202084798081,32.22,1.12023557434862,0.275715465703943,-0.778774497931098,1.35499345864981,0.673306343206488,0.0892952860791466,0.209868973443427
FBL-QP,1,73,1,1,1,1,1,260.883491205016,0.0306696599420402,0.62872624316108,15.76,1.25270698417855,0.826544203068244,-1.7464503764218,0.160800097155102,0.672525351949577,0.0635934582059404,0.227319049143539
FBL-QP,2,73,1,1,1,1,1,658.444932744588,0.0316174062400445,0.638131886607827,15.94,1.25270698417855,0.826544203068244,-1.7464503764218,0.160800097155102,0.672525351949577,0.0635934582059404,0.227319049143539
FBL-QP,3,73,1,1,1,1,1,255.568273561948,0.0306695924547676,0.62734797071947,15.74,1.25270639475065,0.826543040537506,-1.74644912594418,0.160802539514214,0.67252530471173,0.063593442808325,0.227319053584562
FBL-QP,4,73,1,1,1,1,1,250.203560773129,0.0306639462583675,0.630253170331114,15.82,1.25270462654189,0.826539552897389,-1.74644537446527,0.160809866610223,0.67252516309974,0.0635933966902983,0.227319066896331
FBL-QP,5,73,1,1,1,1,1,655.097007107426,0.030863814852525,0.645251693597052,16.06,1.25270639475065,0.826543040537506,-1.74644912594418,0.160802539514214,0.67252530471173,0.063593442808325,0.227319053584562
FBL-QP,1,74,1,1,1,1,1,526.951607545465,0.0701606263409084,0.524427402672084,17.7,1.08135491059479,-0.422313814859358,-0.020750523745721,1.33585528862747,0.694206605711746,0.0624465243936581,0.229034612023651
FBL-QP,2,74,1,1,1,1,1,563.548705648196,0.0706274375285977,0.532889702106541,17.86,1.08135491059479,-0.422313814859358,-0.020750523745721,1.33585528862747,0.694206605711746,0.0624465243936581,0.229034612023651
FBL-QP,3,74,1,1,1,1,1,534.35819394478,0.0696404667100612,0.530150312641166,17.92,1.08135297125336,-0.422311435898531,-0.0207529144416007,1.33585029907715,0.694206437644831,0.0624464716797028,0.229034628382767
FBL-QP,4,74,1,1,1,1,1,540.112160358518,0.0692605257889137,0.524231987943764,17.78,1.08135006112204,-0.422307867024408,-0.0207565015584187,1.33584281502832,0.694206184437744,0.0624463921882187,0.229034653027606
FBL-QP,5,74,1,1,1,1,1,532.095396056434,0.0691111223547341,0.530346487339025,17.86,1.08135297126379,-0.422311435899965,-0.0207529144381695,1.33585029907644,0.694206437654035,0.062446471684531,0.229034628383621
FBL-QP,1,75,1,1,1,1,1,305.662276454989,0.0279260604751495,0.628255394189919,15.38,1.22885064066143,0.231070212885683,-1.31779317221924,1.25136465617254,0.697134942381342,0.0314943761237463,0.216322631637552
