Controller,Run,Solved,IsStable,ConstraintsOK,JointsOK,JointsVelOK,ControlEffort,FinalError,RMSE,SimTime
FBL-QP,146,1,1,1,1,1,241.727662698675,0.0208620684847488,0.374063292841593,42.28
FBL-QP,147,1,1,1,1,1,312.190691438568,0.0207027580668499,0.348076529002064,40.36
FBL-QP,148,1,1,1,1,1,456.414477833713,0.0546475465097167,0.515237086468153,45.06
FBL-QP,149,1,1,1,1,1,839.803201521852,0.0816104364747528,0.352320489032304,54.08
FBL-QP,150,1,1,1,1,1,314.063293340231,0.0267044894175071,0.319238333068443,39.54
FBL-QP,151,1,1,1,1,1,487.568982553418,0.0274112131727355,0.447856313891044,43.3
FBL-QP,152,1,1,1,1,1,843.840414193582,0.0305972781467153,0.500943503785587,47.32
FBL-QP,153,1,1,1,1,1,190.097886644788,0.0279154113177022,0.385163352792932,40.08
FBL-QP,154,1,1,1,1,1,695.961765333857,0.0200213234406442,0.358434998252318,43.92
FBL-QP,155,1,1,1,1,1,353.024474482633,0.0282219703284597,0.469970208544761,43.58
FBL-QP,156,1,1,1,1,1,287.57946444939,0.0243899329090733,0.384168829422796,42.98
FBL-QP,157,1,0,1,1,1,46717.2421057769,0.259302307809817,0.370510679931941,759.76
FBL-QP,158,1,1,1,1,1,5730.12963351228,0.0628464604044262,0.277143992060767,163.3
FBL-QP,159,1,1,1,1,1,473.891941058596,0.0448149491793827,0.457552840563997,43.68
FBL-QP,160,1,1,1,1,1,1291.47072104802,0.0150793492870027,0.453355997412196,45.24
FBL-QP,161,1,1,1,1,1,398.405219158141,0.0201447685524123,0.475201535600466,41.96
FBL-QP,162,1,1,1,1,1,848.923932294861,0.0537790649426123,0.454239492470596,48.12
FBL-QP,163,1,1,1,1,1,339.975546127242,0.0441635387821026,0.383750457468567,42.12
FBL-QP,164,1,1,1,1,1,442.629509244267,0.0206603100682515,0.469987736310024,44.16
FBL-QP,165,1,1,1,1,1,423.545077789866,0.0814300185282489,0.326937354420666,41.52
FBL-QP,166,1,1,1,1,1,629.721015741354,0.0270519316887237,0.468403800578886,43.58
FBL-QP,167,1,1,1,1,1,166.511699296043,0.067406813968012,0.417331881379833,44.74
FBL-QP,168,1,1,1,1,1,7382.05545975115,0.09620403232161,0.18102231749605,672.64
FBL-QP,169,1,1,1,1,1,3349.09102117673,0.0270036420999674,0.508854281559574,42.86
FBL-QP,170,1,1,1,1,1,333.623653992206,0.0258705286613434,0.345111188568495,39.68
FBL-QP,171,1,1,1,1,1,524.587986460925,0.0645043466437984,0.44844326400725,42.24
FBL-QP,172,1,1,1,1,1,416.254952172769,0.0749361833648572,0.395007680195091,42.58
FBL-QP,173,1,1,1,1,1,453.121395639651,0.0430990798364826,0.357181984704484,42.02
FBL-QP,174,1,1,1,1,1,395.251428328726,0.0208532488921152,0.447529698730258,41.16
FBL-QP,175,1,1,1,1,1,1381.1865404886,0.0384650659826871,0.406655693024956,43.28
FBL-QP,176,1,1,1,1,1,208.546209770882,0.023077978248919,0.30507782042779,38.44
FBL-QP,177,1,1,1,1,1,325.054742315986,0.0326346417845181,0.307138923551371,38.94
FBL-QP,178,1,1,1,1,1,473.791584327829,0.0573258195801206,0.388333479681152,50.48
FBL-QP,179,1,1,1,1,1,4294.26524967676,0.0633342076338463,0.239622131343676,139
