Controller,Run,Solved,IsStable,ConstraintsOK,JointsOK,JointsVelOK,ControlEffort,FinalError,RMSE,SimTime
QP,99,1,1,1,1,1,614.948919490042,0.0251931345697167,0.390548277497284,41.92
QP,100,1,1,1,1,1,414.609730717936,0.029757314771179,0.366426426166589,39.84
QP,101,1,1,1,1,1,423.897240640475,0.028120418409533,0.292674883510994,36.58
QP,102,1,1,1,1,1,461.744951076562,0.0282364234526791,0.363327433773407,39.42
QP,103,1,1,1,1,1,255.598410731625,0.0360285934456063,0.351148663356162,39.98
QP,104,1,1,1,1,1,338.591265379112,0.0283395543607841,0.367722146285957,38.48
QP,105,0,1,1,1,1,3363.19618117924,0.0871055242803059,0.288655156308503,90.26
QP,106,1,1,1,1,1,478.655164245641,0.06219996609927,0.397170857926076,42.4
QP,107,1,1,1,1,1,765.510462791296,0.0380061787143242,0.374216774977312,41.96
QP,108,1,1,1,1,1,370.371602339124,0.0267878154157025,0.33395526753459,38.18
QP,109,1,1,1,1,1,556.185126144479,0.0250175689697081,0.388273755447213,40.84
QP,110,1,1,1,1,1,750.455684271381,0.0233345711697046,0.351103399174732,40.56
QP,111,1,1,1,1,1,197.953599661989,0.0300045727113196,0.261886923033863,35.84
QP,112,1,1,1,1,1,661.23913585314,0.0242697448147522,0.399398070713179,40.46
QP,113,1,1,1,1,1,277.308385518287,0.031576333053206,0.313241252607413,38.52
QP,114,1,1,1,1,1,453.752340915687,0.0255078205586,0.317902185838291,40.44
QP,115,1,1,1,1,1,1313.15553035511,0.0291622799118725,0.415467159181663,44.5
QP,116,1,1,1,1,1,171.636494653996,0.0381316699222776,0.286106682205347,36.98
QP,117,1,1,1,1,1,263.817344988603,0.0356558137261198,0.291680731669493,39.68
QP,118,1,1,1,1,1,471.808521206604,0.0243166064070858,0.370881360468395,39
QP,119,1,1,1,1,1,304.739316194814,0.0268132530722704,0.361843557067108,40.74
QP,120,1,1,1,1,1,127.601050140029,0.0242402944649487,0.382173509518439,37.56
QP,121,1,1,1,1,1,273.985082040409,0.0228672253939307,0.422717260535805,39.36
QP,122,1,0,1,1,1,218100.428353195,0.690872293674873,0.539624997772198,758.34
QP,123,1,1,1,1,1,476.718204024475,0.0370609105456377,0.381612666990446,40.28
QP,124,1,1,1,1,1,170.681481690335,0.0338626605924542,0.390369662332782,38.48
QP,125,1,1,1,1,1,386.260822684905,0.0297776016612896,0.338474728929549,39.3
QP,126,1,1,1,1,1,303.901185611568,0.0370508407719694,0.31794098714738,39.42
QP,127,1,1,1,1,1,513.372113952159,0.0284868624428897,0.390910305737935,41.2
QP,128,1,1,1,1,1,6120.64589230883,0.0681121383388808,0.337456361531798,61.88
QP,129,1,0,1,0,1,195504.439633432,0.31253283610537,0.350360072163235,758.2
QP,130,1,1,1,1,1,477.137608721243,0.0244464765367678,0.363738108981751,42.34
QP,131,1,1,1,1,1,339.409729548726,0.0339815483854622,0.282835787608853,39.56
QP,132,1,1,1,1,1,647.322350534204,0.0248606051705439,0.381842850902894,41.58
QP,133,1,1,1,1,1,408.313323877636,0.0252546575913937,0.357633695044221,39.46
QP,134,1,1,1,1,1,803.143591559179,0.0197309761000045,0.376671438024196,40.84
QP,135,1,1,1,1,1,55198.939613687,0.0817815001015279,0.241239131552637,619.88
QP,136,1,1,1,1,1,568.385490127793,0.0216242508811622,0.375400676354507,41.66
QP,137,1,1,1,1,1,308.412179175917,0.0282478951958356,0.376456126164863,38.98
QP,138,1,1,1,1,1,1186.98686277825,0.0405333863949115,0.307670861396193,40.14
QP,139,1,1,1,1,1,696.161992107445,0.0338569376637843,0.328411448708506,56.14
QP,140,1,1,1,1,1,297.112026919549,0.0232026532501495,0.32954041275797,37.22
QP,141,1,1,1,1,1,1705.72781460362,0.0392981857388012,0.427637852695014,47.8
QP,142,1,1,1,1,1,419.340399867512,0.0221743773885018,0.373834698463329,40.6
QP,143,1,1,1,1,1,225.502133407258,0.0210238738612054,0.295207120745464,40.06
QP,144,1,0,1,1,1,743246.426734547,0.778580428676158,0.746383490386712,757.88
QP,145,1,1,1,1,1,342.515969622022,0.0225043437384931,0.390813637106881,41.1
QP,146,1,1,1,1,1,452.464955964241,0.0189959861065943,0.358832716759373,41.4
QP,147,1,1,1,1,1,239.605949882742,0.0249360667375637,0.284662617586184,36.66
QP,148,0,1,1,1,1,10831.9523941518,0.0785202437999427,0.28257725691719,184.4
QP,149,1,1,1,1,1,9160.24295168614,0.0878033867546548,0.217736369046897,183.14
QP,150,1,1,1,1,1,436.895839538843,0.0429645400585447,0.298497865007791,41.1
QP,151,1,1,1,1,1,362.534856237173,0.0239182674143919,0.383303211946094,41.1
QP,152,1,1,1,1,1,349.348159395793,0.0329829804111399,0.419119989758801,42.14
QP,153,1,1,1,1,1,390.958570718908,0.0279576280411847,0.347320067175121,38.24
QP,154,1,1,1,1,1,2914.06631046416,0.0610253619792854,0.307722516211355,42.48
QP,155,1,1,1,1,1,1054.10459374312,0.0294427904723146,0.390467656823422,42.74
QP,156,1,1,1,1,1,450.787809115778,0.0236315926312566,0.308710778846855,39.12
QP,157,1,1,1,1,1,3528.76349230672,0.0767551667915791,0.282489160978556,60.32
QP,158,1,0,1,1,1,117163.641637031,0.282372973110033,0.305983989445171,758.26
QP,159,1,1,1,1,1,1603.19642666441,0.0201467486468606,0.39926746734412,42.12
QP,160,1,1,1,1,1,764.372594278488,0.0211383029349762,0.374905925693931,41.32
QP,161,1,1,1,1,1,168.565099116015,0.0349814622742553,0.394576372926092,37.98
QP,162,1,1,1,1,1,861.092355545302,0.0397070068972754,0.360559169501218,41.54
QP,163,1,1,1,1,1,335.225669506798,0.0208989589876247,0.313268910231354,37.32
QP,164,1,1,1,1,1,146.719829965633,0.0200463499737162,0.386445852593879,39.28
QP,165,1,1,1,1,1,7191.43415369857,0.0774003971301241,0.251618331740425,120.14
QP,166,1,1,1,1,1,125.687199069198,0.0265015081652535,0.372626819743219,37.38
QP,167,1,1,1,1,1,601.626527126739,0.0744876173569352,0.385171562518418,44.18
QP,168,1,0,1,1,1,15827.6211537328,0.102055326411637,0.184028341599007,760.18
QP,169,1,1,1,1,1,337.316813901807,0.028016679847851,0.344026185236625,37.88
QP,170,1,1,1,1,1,151.03953483869,0.0286549571886381,0.274598088630785,36.44
QP,171,1,1,1,1,1,531.776740897051,0.0325870668184265,0.37026402341794,41.72
QP,172,1,1,1,1,1,260.974239584009,0.027262727795007,0.294434657012505,38.3
QP,173,1,1,1,1,1,386.350171043061,0.0290827613027067,0.334314853233397,39.82
QP,174,1,1,1,1,1,246.258465660155,0.0227209716204604,0.399732405244385,39.1
QP,175,1,1,1,1,1,774.05183546614,0.0685279597022137,0.293783137246062,44.68
QP,176,1,1,1,1,1,159.412160895664,0.0378018644895149,0.266498780229597,36.16
QP,177,1,1,1,1,1,240.040093099587,0.0284244082396552,0.276999875639804,36.42
QP,178,1,1,1,1,1,857.647462477988,0.0363209882981303,0.379046473234319,41.12
QP,179,1,1,1,1,1,19663.1099791038,0.0575065067397501,0.255219134422081,228.56
QP,180,1,1,1,1,1,356.134438846974,0.0329467707222372,0.343755744473513,40.12
QP,181,1,1,1,1,1,372.359713307166,0.0225711799203861,0.33857153919383,39.74
QP,182,1,1,1,1,1,252.138251795241,0.0239564690661115,0.3206305999882,37.46
QP,183,1,1,1,1,1,306.92054006855,0.0345855774463182,0.35000479237227,39.46
QP,184,1,1,1,1,1,293.164790780866,0.0215801286845972,0.270518788128762,39.54
QP,185,1,1,1,1,1,231.21495171571,0.0256694709871207,0.286062904793871,39.04
QP,186,1,1,1,1,1,212.875755371738,0.0237970389893469,0.36192823943318,39.84
QP,187,0,1,1,1,1,544.52732893293,0.0256868627360931,0.388376073313818,41.78
QP,188,1,1,1,1,1,424.94932799308,0.0346228283217959,0.294385814829056,36.32
QP,189,1,1,1,1,1,396.052416560632,0.0304371076086938,0.383925428986992,39.82
QP,190,1,1,1,1,1,384.357451861657,0.0280648532033143,0.396423410987477,38.96
QP,191,0,1,1,1,1,499.750820045618,0.0335439977396529,0.33338678673524,38.64
QP,192,1,1,1,1,1,1288.34929728587,0.032420625224809,0.355473182577664,41.34
QP,193,1,1,1,1,1,563.180125668983,0.0248624235768889,0.398115775001554,39.52
QP,194,1,1,1,1,1,460.57652285424,0.0292182616489638,0.383757029808468,42.1
QP,195,1,1,1,1,1,1019.2273381676,0.0304270712470157,0.327210741876876,43.58
QP,196,1,1,1,1,1,5470.98295622338,0.0403711202374443,0.423121077523165,44.78
QP,197,1,1,1,1,1,308.549953386544,0.0305999083880721,0.27911497676459,36.02
QP,198,1,1,1,1,1,993.74300440684,0.0477221469477536,0.269203142811254,66.2
QP,199,1,1,1,1,1,659.543829852232,0.021881607407409,0.370931728559215,40.9
QP,200,1,1,1,1,1,328.964928431199,0.0278204781094573,0.363029926069088,40.64
